imdb_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
Naesungjukin Boseu,"['business', 'comedy', 'romance', 'drama']","['social anxiety disorder', 'boss-employee relationship', 'healing', 'nice male lead', 'eccentric male lead', 'tragic past', 'rich male lead', 'trauma', 'sassy female lead', 'steamy kiss ']",16,16-Jan-17,14-Mar-17,"['monday', 'tuesday']",['tvN'],70,7.9,25051,2014,94,15+ - Teens 15 or older,"55,231","['Yeon Woo Jin', 'Park Hye Soo', 'Gong Seung Yeon', 'Yoon Park', 'Ye Ji Won', 'Jeon Hyo Sung']","['K-DRAMA', 'WeTV', 'Netflix']",7.1,"1,669","Eun Hwan-Ki is the CEO of a public relation company but he's extremely shy. Due to his personality, his employees don't know him well. Chae Ro-Woon begins work at Hwan-Ki's company. She's energetic and receives recognition for her work, but her only interest is the CEO. She plans to reveal who Eun Hwan-Ki really is.

—yashintamarcelia"
Find Me in Your Memory,"['romance', 'drama', 'melodrama']","['hyperthymesia', 'female chases male first', 'nice female lead', 'healing', 'smart male lead', 'trauma', 'positive female lead', 'nice male lead', 'ptsd', 'entertainment industry ']",32,18-Mar-20,13-May-20,"['wednesday', 'thursday']",['MBC'],35,8.2,10953,849,296,15+ - Teens 15 or older,"27,590","['Kim Dong Wook', 'Moon Ga Young', 'Kim Seul Gi', 'Yoon Jong Hoon', 'Jang Young Nam', 'Lee Jin Hyuk']","['Apple TV', 'Viki', 'Netflix']",7.4,824,A love story between a man who remembers every second of his life and a woman who forgot her painful past.
Adult Trainee,"['friendship', 'comedy', 'romance', 'school']","['miniseries', 'web series', 'steamy kiss', 'multiple mains', 'friends to lovers', 'mild sexual content', 'fake relationship ']",7,12-Nov-21,26-Nov-21,['friday'],N/A,40,7.9,7045,1944,701,Not Yet Rated,"14,493","['Ryu Eui Hyun', 'Cho Mi Yeon', 'Jo Yoo Jung', 'Ryeoun', 'Kim Min Ki', 'Kwon Young Eun']",['TVING'],6.9,228,Three different coming-of-age stories from the point of view of the protagonists about how they deal with their realities in high school at the end of their teenage period as Gen Z.
Bloody Heart,"['historical', 'drama', 'political']","['power struggle', 'strong female lead', 'royalty', 'joseon dynasty', 'revenge', 'palace setting', 'queen dowager supporting character', 'concubine female lead', 'king male lead', 'historical fiction ']",16,2-May-22,21-Jun-22,"['monday', 'tuesday']",['KBS2'],70,8.2,1728,914,1417,15+ - Teens 15 or older,"7,102","['Lee Joon', 'Kang Han Na', 'Jang Hyuk', 'Park Ji Yeon', 'Heo Sung Tae', 'Ha Do Gwon']","['Disney+ Hotstar', 'Disney+']",7.2,217,"Set in the Joseon Dynasty, King Lee Tae and Queen Jeong draw their swords at each other amid political conflict in this bloody romance."
Cheese in the Trap,"['psychological', 'romance', 'life', 'drama']","['adapted from a webtoon', 'rich male lead', 'stalking', 'possessive male lead', 'love triangle', 'male chases female first', 'university', 'rich man/poor woman', 'hardworking female lead', 'smart female lead ']",16,4-Jan-16,1-Mar-16,"['monday', 'tuesday']",['tvN'],65,7.5,41956,4102,29,15+ - Teens 15 or older,"86,251","['Kim Go Eun', 'Park Hae Jin', 'Seo Kang Joon', 'Lee Sung Kyung', 'Nam Joo Hyuk', 'Park Min Ji']","['WeTV', 'K-DRAMA', 'Apple TV', 'Viki']",7.3,"4,040","This drama series shows the delicate relationship between a female university student Hong Seol (Kim Go-Eun) and her senior Yoo Jung (Park Hae-Jin). Hong-Seol works a part-time job since her household is poor. Yoo Jung is perfect with good academics and athletics plus he is kind. However, he also seems to have a dark side about him with some people holding grudges over him...

—Maha Maha"
Familiar Wife,"['comedy', 'romance', 'drama', 'fantasy']","['time travel', 'marriage', 'second chance romance', 'failing marriage', 'office worker', 'mother-daughter relationship', 'divorce', 'brother-sister relationship', 'female chases male first', 'first love ']",16,1-Aug-18,20-Sep-18,"['wednesday', 'thursday']",['tvN'],75,8.1,9011,1148,440,15+ - Teens 15 or older,"20,944","['Ji Sung', 'Han Ji Min', 'Kang Han Na', 'Jang Seung Jo', 'Cha Hak Yeon', 'Son Jong Hak']","['K-DRAMA', 'Viki', 'WeTV', 'Netflix']",7.6,"1,034",A married couple suddenly finds themselves living entirely different lives after their fates magically change through an unexpected incident.
High Society,"['business', 'comedy', 'romance', 'melodrama']","['secondary couple', 'second chance romance', 'steamy kiss', 'sismance', 'rich woman/poor man', 'seaside setting', 'heiress female lead', 'ambitious male lead', 'smart male lead', 'mean mother ']",16,8-Jun-15,28-Jul-15,"['monday', 'tuesday']",['SBS'],60,7.3,11834,5008,289,Not Yet Rated,"28,082","['Uee', 'Sung Joon', 'Park Hyung Sik', 'Im Ji Yeon', 'Yoon Joo Sang', 'Go Doo Shim']","['SBS VOD', 'SBS World', 'Viki']",6.8,493,"Jang Yoon-ha is the youngest daughter of a chaebol family. Despite her wealth, she works part-time at a food market and hides her true identity as an heiress because all she truly wants is to find a man who'll love her for herself and not her money. Choi Joon-ki grew up in extreme poverty, and has a huge chip on his shoulder about his poor parents being belittled. Now working as a middle manager for a conglomerate, Joon-ki is smart and talented but also jaded and calculating, believing that love is a luxury only for the wealthy."
Shine or Go Crazy,"['historical', 'romance', 'supernatural', 'political']","['power struggle', 'goryeo dynasty', 'king male lead', 'emperor male lead', 'princess female lead', 'prince male lead', 'historical figure', 'historical fiction', 'royalty', 'strong male lead ']",24,19-Jan-15,7-Apr-15,"['monday', 'tuesday']",['MBC'],65,7.7,2825,2885,1366,15+ - Teens 15 or older,"7,466","['Jang Hyuk', 'Oh Yeon Seo', 'Lee Ha Nee', 'Im Joo Hwan', 'Ryu Seung Soo', 'Na In Woo']",['Viki'],7.3,219,"Wang So is the Prince of Goryeo who has a cursed fate. He had to get married with the Last Princess of Balhae, Shin Yool. She was born with the fate of becoming the light for another country. But because of this fate, she has to face death. Through their marriage life, Wang So and Shin Yool begin to grow closer and love each other.

—dramago"
Racket Boys,"['comedy', 'life', 'drama', 'sports']","['badminton', 'sport club', 'boarding house', 'rural life', 'working mom', 'tough female lead', 'tough male lead', 'slight romance', 'multiple mains', 'carefree female lead ']",16,31-May-21,9-Aug-21,"['monday', 'tuesday']","['Netflix', 'SBS']",75,8.8,8240,86,504,15+ - Teens 15 or older,"18,913","['Kim Sang Kyung', 'Oh Na Ra', 'Tang Jun Sang', 'Son Sang Yeon', 'Choi Hyun Wook', 'Kim Kang Hoon']",['Netflix'],s 4,"27,582",A city kid is brought to the countryside by his father's new coaching gig; reviving a ragtag middle school badminton team on the brink of extinction.
"Now, We Are Breaking Up","['romance', 'drama', 'melodrama']","['older woman/younger man', 'forbidden love', 'smart male lead', 'cold female lead', 'age gap [drama life]', 'age gap [real life]', 'smart female lead', 'steamy kiss', 'photography', 'multiple couples ']",16,12-Nov-21,8-Jan-22,"['friday', 'saturday']","['SBS', 'ViuTV']",60,6.9,5500,5963,542,15+ - Teens 15 or older,"18,029","['Song Hye Kyo', 'Jang Ki Yong', 'Choi Hee Seo', 'Kim Joo Heon', 'Park  Hyo Joo', 'Yoon Na Moo']",['Viki'],6.3,"1,321",The series is story of love and break ups in the romantic world. It illustrates the present scenario in the context of fashion industry
Investigation Partners,"['thriller', 'mystery', 'law', 'medical']","['forensic medical examiner male lead', 'prosecutor female lead', 'forensic science', 'lieutenant supporting character', 'serial killer supporting character', 'detective fiction', 'criminal supporting character', 'age gap [drama life]', 'age gap [real life]', 'warm female lead ']",32,14-May-18,17-Jul-18,"['monday', 'tuesday']",['MBC'],35,8.4,4730,543,914,15+ - Teens 15 or older,"11,327","['Jung Jae Young', 'Jung Yoo Mi', 'Lee Yi Kyung', 'Park Eun Seok', 'Stephanie Lee', 'Joo Jin Mo']","['Apple TV', 'Viki']",8.3,790,This show is about a brilliant forensic doctor and a rookie prosecutor who works together to solve cases.
A Wonderful Sight,"['action', 'thriller', 'mystery', 'comedy']","['female antagonist', 'eccentric female lead', 'investigation', 'investigator female lead', 'investigation team', 'smart female lead', 'alcoholic female lead', 'murder', 'tragic past', 'suspense ']",12,30-Oct-21,12-Dec-21,"['saturday', 'sunday']","['jTBC', 'Netflix']",70,8.2,3804,867,1045,15+ - Teens 15 or older,"9,760","['Lee Young Ae', 'Kim Hye Joon', 'Kim Hae Sook', 'Kwak Sun Young', 'Jo Hyun Chul', 'Baek Sung Chul']",['Netflix'],s 7,642,"A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst."
Nothing to Lose,"['comedy', 'law', 'romance', 'drama']","['slice of life', 'slow romance', 'slow burn story', 'bromance', 'love triangle', ""co-workers' relationship"", 'workplace setting', 'courtroom setting', 'hot-tempered female lead', 'eccentric female lead ']",32,22-Nov-17,11-Jan-18,"['wednesday', 'thursday']",['SBS'],35,7.7,2580,2666,1342,15+ - Teens 15 or older,"7,573","['Park Eun Bin', 'Yeon Woo Jin', 'Dong Ha', 'Na Hae Ryung', 'Heo Jun Seok', 'Jung Yoo Min']","['Viki', 'Netflix', 'SBS World']",6.7,122,The story of a fiery female judge Lee Jung Joo who fights to reveal innocence of her older brother who was frame-up for rape and murder and got killed while trying to acquit himself.
River Where the Moon Rises,"['action', 'historical', 'romance', 'political']","['strong female lead', 'smart female lead', 'three kingdoms of korea', 'female lead action scenes', 'revenge', 'skilled killer', 'war', 'goguryeo dynasty', 'amnesia', 'nice male lead ']",20,15-Feb-21,20-Apr-21,"['monday', 'tuesday']","['KBS2', 'Viki', 'ViuTV']",65,7.9,3825,1918,677,15+ - Teens 15 or older,"14,949","['Kim So Hyun', 'Na In Woo', 'Lee Ji Hoon', 'Choi Yoo Hwa', 'Kim Bup Rae', 'Lee Hae Young']",['Viki'],7.6,428,The story of Princess Pyeonggang who was born as a princess but raised to be a soldier for Goguryeo. She dreams to be the first female Taewang of Gorguryeo but is confused about the new feelings experienced after meeting On Dal.
Woori the Virgin,"['comedy', 'romance', 'drama', 'melodrama']","['pregnancy', 'independent female lead', 'grandma-granddaughter relationship', 'unexpected pregnancy', 'mother-daughter relationship', 'rich male lead', 'screenwriter female lead', 'father-daughter relationship', 'love triangle', 'non-mdl remake ']",14,9-May-22,21-Jun-22,"['monday', 'tuesday']",['SBS'],70,6.6,3994,6205,852,15+ - Teens 15 or older,"12,201","['Im Soo Hyang', 'Sung Hoon', 'Shin Dong Wook', 'Hong Eun Hee', 'Yun Woon Kyung', 'Joo Jin Mo']",['Viki'],5.4,185,"Oh Woori is the assistant writer of a popular drama series. She has vowed to remain a virgin until she marries, and has shied away from romantic relationships to remain chaste until she marries. She is dating the devoted police officer Lee Kang Jae, but when she attends a routine medical exam, a terrible mix-up occurs, and is accidentally artificially inseminated. She later discovers her pregnancy and demands that the hospital gets to the case's bottom. Eventually, she discovers that the donor whose child she is now pregnant with is none other than the CEO of a notable cosmetics firm named Diamond Cosmetics. This CEO, named Raphael, is going through a messy divorce with his wife Lee Ma Ri, a beautiful woman who does not want to split with her husband, chiefly for financial reasons. But when Raphael learns he is to be a father, things get very complicated - particularly after she realizes that there is a secret past connection that links him to Oh Woori."
Rookie Cops,"['romance', 'life', 'youth', 'drama']","['hardship', 'police academy', 'student', 'campus setting', 'chasing a dream', 'university', 'ambition', 'coming of age', 'character development', 'school ']",16,26-Jan-22,16-Mar-22,['wednesday'],N/A,60,8.3,5775,580,628,15+ - Teens 15 or older,"16,056","['Kang Daniel', 'Chae Soo Bin', 'Lee Shin Young', 'Park Yoo Na', 'Park Sung Joon', 'Min Do Hee']",['Disney+ Hotstar'],7.4,533,"A story that captures the challenges, spirit and passion of youth as two students at the Korean National Police University study to become cops."
Jirisan,"['thriller', 'mystery', 'drama', 'fantasy']","['rescue', 'rescue team', 'supernatural power', 'flashback to past', 'teamwork', 'forest ranger', 'strong female lead', 'suspense', 'murder', 'nice male lead ']",16,23-Oct-21,12-Dec-21,"['saturday', 'sunday']","['iQiyi', 'tvN']",70,8.2,5731,987,516,15+ - Teens 15 or older,"18,646","['Jun Ji Hyun', 'Joo Ji Hoon', 'Sung Dong Il', 'Oh Jung Se', 'Jo Han Chul', 'Joo Min Kyung']","['TVING', 'Viki']",7.4,950,"Set against the backdrop of towering views of Mount Jiri, it depicts the story of rangers and other employees of the Jirisan National Park who climb through the mysterious and unexplored regions of the mountain."
Cunning Single Lady,"['business', 'comedy', 'romance']","['second chance romance', 'rich male lead', 'successful male lead', 'love triangle', 'second chance', 'ex-spouse relationship', 'flashback to past', 'workplace romance', 'childish male lead', 'oblivious male lead ']",16,27-Feb-14,24-Apr-14,"['wednesday', 'thursday']",['MBC'],62,7.8,13894,2154,316,15+ - Teens 15 or older,"26,541","['Lee Min Jung', 'Joo Sang Wook', 'Seo Kang Joon', 'Kim Gyu Ri', 'Hwang Bo Ra', 'Kim Eung Soo']","['Viki', 'Netflix']",7.5,929,"Na Ae-ra (Lee Min-jung) and Cha Jung-woo (Joo Sang-wook) got married young. Ae-ra wanted to have steady life but Jung-woo business led them to lots of debt and hard work so she broke off the marriage. A few years later, Ae-ra found out that Jung-woo business was successful and he became a millionaire while she was still paying debts that incurred during their marriage. Ae-ra came back for revenge but Jung-woo thought that Ae-ra wants him back because of this wealth.

—Nira"
The Ghost Detective,"['thriller', 'mystery', 'horror', 'supernatural']","['strong female lead', 'female antagonist', 'ghost-seeing female lead', 'tragic past', 'death of a sister', 'investigator male lead', 'cheerful female lead', 'spirit possession', 'workplace romance', 'nice female lead ']",32,5-Sep-18,31-Oct-18,"['wednesday', 'thursday']",['KBS2'],35,7.8,3306,2515,976,15+ - Teens 15 or older,"10,423","['Choi Daniel', 'Park Eun Bin', 'Lee Ji Ah', 'Kim Won Hae', 'Lee Jae Kyoon', 'Lee Joo Young']",['Viki'],6.9,167,Lee Da Il is a private investigator. Jung Yeo Wool becomes his assistant to solve a mystery related to her younger sibling's death. They work together to solve other mysterious crimes.
Tell Me What You Saw,"['thriller', 'mystery']","['murder', 'strong female lead', 'photographic memory', 'tragic past', 'trauma', 'disability', 'revenge', 'hardworking female lead', 'police department setting', 'death of a fiancé ']",16,1-Feb-20,22-Mar-20,"['saturday', 'sunday']",['OCN'],60,8.2,5224,905,819,15+ - Teens 15 or older,"12,743","['Jang Hyuk', 'Choi Soo Young', 'Jin Seo Yun', 'Jang Hyun Sung', 'Ryu Seung Soo', 'Shin Soo Ho']",['Viki'],7.7,732,An eccentric genius profiler works with a detective with photographic memory and a police chief to go after a serial killer who was thought to be dead.
Dakteoseu,"['comedy', 'romance', 'drama', 'medical']","['older man/younger woman', 'student-teacher relationship', 'revenge', 'nice male lead', 'calm male lead', 'badass female lead', 'reverse-harem', 'strong female lead', 'male chases female first', 'tragic past ']",20,20-Jun-16,23-Aug-16,"['monday', 'tuesday']",['SBS'],60,7.9,29249,2098,78,15+ - Teens 15 or older,"62,493","['Kim Rae Won', 'Park Shin Hye', 'Yoon Kyun Sang', 'Lee Sung Kyung', 'Moon Ji In', 'Uhm Hyo Sub']","['Viki', 'SBS VOD', 'Apple TV', 'SBS World', 'Prime Video']",7.7,"2,535","Hye Jung is an uncivilized 16-year-old girl who finds her life miserable and nothing worth living (her mom died when she was little), so she never tries in school and always acts impolitely and violently towards others. Her father leaves her for her grandmother to take care of her. Until she accidentally bumps into a man (Ji Hong) while she steals a CD, and later he moves in her grandmother's house and becomes her teacher at school, her life has completely changed. He discovers that she is intelligent and he tries to keep her back on track. Her grandma wants her to have a good career, and she now believes in her successful future, so she tries to achieve her dream of being a doctor."
Strongest Deliveryman,"['business', 'comedy', 'romance', 'life']","['debt', 'secondary couple', 'nice male lead', 'love triangle', 'deliverywoman female lead', 'deliveryman male lead', 'chasing a dream', 'hardworking male lead', 'hardworking female lead', 'hot-tempered male lead ']",16,4-Aug-17,23-Sep-17,"['friday', 'saturday']",['KBS2'],52,7.9,9661,1939,390,15+ - Teens 15 or older,"22,581","['Go Kyung Pyo', 'Chae Soo Bin', 'Kim Seon Ho', 'Go Won Hee', 'Son Ji Hyun', 'Kim Hye Ri']","['Tubi', 'Netflix']",7.3,688,"Choi Kang Soo is a deliveryman. In spite of his humble beginnings, Choi Kang Soo is fearless and gives it all in everything he does. Lee Dan Ah is another delivery worker. She hates her current socioeconomic status so much that she, like many young people, calls her country ""Hell Joseon."" Lee Dan Ah is so focused on making money and changing her life that she has no time for men. Butwhen she comes across the charming Choi Kang Soo, her attitude is due to be moved. Together, Choi Kang Soo and Lee Dan Ah have a budding competition and romance in their quest for glory. And, for them, glory means being like rich folk Lee Jin Yoon and Oh Jin Gyu. They compete to conquer life but, as our two delivery workers soon learn, being the strongest does not guarantee success."
